,Code,Course,Round1_x,Round2_x,Round1_y,Round2_y,Round1,Round2
1090,TU868,Clinical Measurement Science,,,510.0,,542.0, 
1091,TU869,Environmental Health,,,336.0,,387.0, 
1092,TU870,Human Nutrition and Dietetics,,,578.0,,601.0,
1093,TU871,Optometry,,,509.0,,532.0, 
1094,TU872,Public Health Nutrition,,,491.0,,487.0, 
1095,TU873,Industrial Mathematics,,,250.0,250,,
1096,TU874,Mathematical Sciences,,,341.0,,294.0, 294
1097,TU875,Pharmaceutical Healthcare,,,400.0,,451.0, 
1098,TU876,Pharmaceutical Science,,,377.0,349,445.0, 
1099,TU877,Physics Technology,,,308.0,,314.0, 314
1100,TU878,Physics with Energy and Environment,,,337.0,337,339.0, 
1101,TU879,Physics with Medical Physics and Bioengineering,,,351.0,,346.0, 
1102,TU880,Physics with Data Science,,,578.0,,412.0, 
1103,TU881,Food Innovation,,,318.0,,309.0, 
1104,TU882,Nutraceuticals in Health and Nutrition,,,397.0,,380.0, 
1105,TU901,Business,,,270.0,,,
1106,TU902,Business (Common Entry with Award options),,,271.0,,270.0, 
1107,TU903,Business and Management,,,463.0,,477.0, 
1108,TU904,Business and Law,,,462.0,,462.0, 
1109,TU905,Economics and Finance,,,465.0,,460.0, 
1110,TU906,Human Resource Management,,,395.0,,386.0, 377
1111,TU907,Logistics and Supply Chain Management,,,300.0,,300.0, 
1112,TU908,Management,,,262.0,253,,
1113,TU909,Accounting and Finance,,,285.0,,,
1114,TU910,Accounting and Finance,,,444.0,,420.0, 
1115,TU911,Accounting and Finance,,,209.0,192,,
1116,TU912,Business Analytics,,,330.0,,331.0, 311
1117,TU913,Business and Information Technology,,,252.0,,,
1118,TU914,Business Computing,,,324.0,,322.0, 
1119,TU915,International Business,,,252.0,,,
1120,TU916,International Business,,,235.0,235,,
1121,TU917,Law (LLB ) with a Language,,,342.0,,356.0, 
1122,TU918,Law (LLB),,,451.0,,463.0, 
1123,TU919,Advertising and Marketing Communications,,,228.0,226,219.0, 
1124,TU920,Digital Marketing,,,270.0,,270.0, 
1125,TU921,Digital Marketing Technologies,,,212.0,212,230.0, 
1126,TU922,Marketing,,,418.0,,412.0, 
1127,TU923,Marketing Management,,,228.0,276,,
1128,TU924,E-Commerce in Retailing,,,307.0,,307.0, 
1129,TU925,Retail and Services Management,,,301.0,,307.0, 
1130,TU935,Sports Management and Coaching,,,300.0,,300.0, 
1131,TU936,Sports Science and Health,,,410.0,391,484.0, 
1132,TU941,Botanical Cuisine,,,249.0,,311.0, 
1133,TU942,Culinary Arts,,,212.0,212,252.0, 
1134,TU943,Culinary Entrepreneurship,,,278.0,,261.0, 
1135,TU944,Culinary Science,,,316.0,,336.0, 
1136,TU951,International Hospitality and Tourism Management,,,184.0,184,244.0, 
1137,TU952,International Hospitality Management,,,300.0,,309.0, 
1138,TU953,Tourism and Digital Marketing,,,290.0,,308.0, 
1139,TU954,Event Management,,,356.0,,326.0, 
1140,TU955,Sports & Leisure Management,,,217.0,317,275.0, 
1141,TU961,Commercial Modern Music,,,608.0,608,536.0,536
1142,TU962,Drama (Performance),,,379.0,,448.0,
1143,TU963,Music,,,416.0,,364.0,
1144,TU965,International Business and Languages,,,356.0,346,357.0, 
1145,TU966,Languages and English Studies,,,366.0,,,
1146,TU967,Languages and International Tourism,,,308.0,,298.0, 
1147,TU971,Contemporary Visual Culture,,,290.0,,,
1148,TU972,Creative and Cultural Industries,,,281.0,,,
1149,TU973,Design - Visual Communication,,,717.0,,700.0,
1150,TU974,Fine Art,,,709.0,563,549.0,
1151,TU975,Interior Design,,,632.0,,544.0,
1152,TU976,Photography,,,695.0,,700.0,
1153,TU981,Creative Digital Media,,,280.0,,280.0, 
1154,TU982,Creative Digital Media,,,320.0,311,369.0, 
1155,TU983,Film and Broadcasting,,,456.0,451,462.0, 453
1156,TU984,Game Design,,,381.0,,414.0, 
1157,TU985,Journalism,,,322.0,,367.0, 
1158,TU986,Print Media Technology and Management,,,289.0,,,
1159,TU991,Applied Social Studies in Social Care,,,325.0,,326.0, 
1160,TU992,Community and Youth Development,,,251.0,,251.0, 
1161,TU993,Early Childhood Care and Education,,,270.0,,,
1162,TU994,Early Childhood Care and Education,,,321.0,251,,
1163,TU995,Early Childhood Education,,,367.0,,378.0, 
1164,TU996,Social Care,,,400.0,,407.0, 
1165,TU997,Applied Social Care,,,310.0,283,320.0, 
1166,AL835,Pharmacology                                      ,,,,,356.0, 
1167,AL849,Culinary Entrepreneurship                         ,,,,,297.0, 
1168,AL859,International Business                            ,,,,,308.0, 
1169,CR435,Coaching Science and Sports Pedagogy              ,,,,,410.0, 
1170,CR930,Home Economics and Business                       ,,,,,518.0,
1171,DC163,Chemical Sciences General Entry (Undenominated Ent,,,,,466.0,
1172,DC180,Biological Sciences General Entry (Undenominated E,,,,,530.0, 
1173,DC194,Sustainable Systems and Energy                    ,,,,,476.0, 
1174,DC207,Psychology and Mathematics                        ,,,,,521.0, 
1175,DC210,Psychology and Disruptive Technologies            ,,,,,506.0, 
1176,DC241,Digital Business and Innovation                   ,,,,,509.0, 
1177,DC294,Climate and Environmental Sustainability          ,,,,,475.0, 
1178,DL843,Film                                              ,,,,,987.0,874
1179,DL844,Television                                        ,,,,,566.0,
1180,DL845,Design for Film (degree options)                  ,,,,,628.0,
1181,GC307,Business (Marketing)                              ,,,,,289.0, 270
1182,BY001,Business                                          ,,,,,210.0, 210
1183,NC030,Early Childhood Education and Care                ,,,,,251.0, 251
1184,NM802,Psychology                                        ,,,,,228.0, 
1185,TU828,Mechanical Engineering (General Entry)            ,,,,,300.0, 
1186,TU829,Electronic Engineering (General Entry)            ,,,,,248.0, 248
1187,TU838,Sustainable Timber Technology                     ,,,,,307.0, 271
1188,TU932,Business (options)                                ,,,,,211.0, 
1189,TU933,Accounting and Finance (campus options)           ,,,,,251.0, 
1190,TU978,Creative Industries and Visual Culture            ,,,,,299.0, 
1191,TU989,Early Childhood Care and Education (campus options,,,,,270.0, 
1192,TR064,Environmental Science and Engineering             ,,,,,555.0, 
1193,GA892,Community Development and Youth Work (Level 8)    ,,,,,,    
1194,GA983,Furniture and Digital Manufacturing               ,,,,,,    
1195,GY135,Arts (Global Media)                               ,,,,,442.0, 
1196,GY136,Na Dána (Léann Teanga - options)                  ,,,,,526.0, 
1197,GY322,Agricultural Sciences                             ,,,,,485.0, 
1198,LY128,Marketing with Online Technologies                ,,,,,261.0, 261
1199,LY538,Architectural Technology                          ,,,,,234.0, 234
1200,LM019,Social Sciences                                   ,,,,,451.0, 
1201,LM066,Environmental Science                             ,,,,,430.0, 
1202,LM105,Exercise and Health Fitness Management            ,,,,,441.0, 
1203,MH003,Early Childhood - Teaching and Learning (full-time,,,,,381.0, 
1204,SG145,Business and ICT                                  ,,,,,279.0, 
1205,SG150,Business in Marketing                             ,,,,,298.0, 
1206,SG255,Law and Business                                  ,,,,,291.0, 
1207,SG341,General Engineering                               ,,,,,373.0, 
1208,SG344,Mechanical Engineering                            ,,,,,412.0, 
1209,SG349,Electronics and Self Driving Technologies         ,,,,,,    
1210,SG350,Robotics and Automation                           ,,,,,384.0, 
1211,TL874,Inclusive Sport and Physical Activity             ,,,,,341.0, 
1212,WD231,Early Childhood Care and Education                ,,,,,266.0, 
1213,WD232,Business Information Systems                      ,,,,,261.0, 261                                 
